First Name,Middle Name,Last Name,Phonetic First Name,Phonetic Middle Name,Phonetic Last Name,Name Prefix,Name Suffix,Nickname,File As,Organization Name,Organization Title,Organization Department,Birthday,Notes,Photo,Labels,E-mail 1 - Label,E-mail 1 - Value,E-mail 2 - Label,E-mail 2 - Value,E-mail 3 - Label,E-mail 3 - Value,Phone 1 - Label,Phone 1 - Value,Phone 2 - Label,Phone 2 - Value,Phone 3 - Label,Phone 3 - Value,Phone 4 - Label,Phone 4 - Value,Phone 5 - Label,Phone 5 - Value,Address 1 - Label,Address 1 - Formatted,Address 1 - Street,Address 1 - City,Address 1 - PO Box,Address 1 - Region,Address 1 - Postal Code,Address 1 - Country,Address 1 - Extended Address,Address 2 - Label,Address 2 - Formatted,Address 2 - Street,Address 2 - City,Address 2 - PO Box,Address 2 - Region,Address 2 - Postal Code,Address 2 - Country,Address 2 - Extended Address,Address 3 - Label,Address 3 - Formatted,Address 3 - Street,Address 3 - City,Address 3 - PO Box,Address 3 - Region,Address 3 - Postal Code,Address 3 - Country,Address 3 - Extended Address,Relation 1 - Label,Relation 1 - Value,Relation 2 - Label,Relation 2 - Value,Relation 3 - Label,Relation 3 - Value,Relation 4 - Label,Relation 4 - Value,Relation 5 - Label,Relation 5 - Value,Relation 6 - Label,Relation 6 - Value,Relation 7 - Label,Relation 7 - Value,Website 1 - Label,Website 1 - Value,Event 1 - Label,Event 1 - Value,Event 2 - Label,Event 2 - Value,Custom Field 1 - Label,Custom Field 1 - Value,Custom Field 2 - Label,Custom Field 2 - Value,Custom Field 3 - Label,Custom Field 3 - Value,Custom Field 4 - Label,Custom Field 4 - Value,Custom Field 5 - Label,Custom Field 5 - Value,Custom Field 6 - Label,Custom Field 6 - Value
Phil,,Veletzos,,,,,,,,Star Academy - Post HS,,,,,,GHT RIDERS 2025/26 ::: Imported on 11/24 1 ::: * myContacts,* ,Roxanne Veletzos,,Roxanne Veletzos,,,Dad Mobile,415-686-1481,School Office,510-786-7552,Post-High School Teacher,925 984-5179,,,,,Home,"3 Altura Way
Greenbrae, CA 94904-1217
US","3 Altura Way
Greenbrae, CA 94904-1217
US",,,,,,,Star Academy Post,"103 Shoreline Pkwy
San Rafael, CA 94901-5581
US","103 Shoreline Pkwy
San Rafael, CA 94901-5581
US",,,,,,,,,,,,,,,,Rider,Dominic Veletzos,Mom,Roxanne Veletzos,Dad,Phil Veletzos,,,,,,,,,,,,,,,Rider FirstNm,Domenik,Rider LastNm,Veletzos,Job Title,Dominic Veletzos Parent,,,,,,
Philip,,,,,,,,,,Rays pilot,,,,,,* myContacts,,,,,,,Main,+19723457653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippa,,"Vedros, MA. Ed., BCBA",,,,,,,,Miller Creek Elementary School District,Executive Director of Student Support Services,District Office,,,,School Contacts ::: Imported on 11/24 ::: Teachers ::: * myContacts,* Work,pvedros@millercreeksd.org,,,,,Office,415 492-3724,,,,,,,,,District Office,"380 Nova Albion Way
San Rafael, Marin County 94903
USA",380 Nova Albion Way,San Rafael,,Marin County,94903,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client Name,Miller Creek Elementary School District,,,,,,,,,,
Pilar,,Sanchez,,,,,,,,Laurel Dell,Laurel Dell Community Liaison,Elementary School District,,,,School Contacts ::: Imported on 11/24 ::: Teachers ::: * myContacts,* Work,psanchez@srcs.org,,,,,Classroom,415 485-2317,,,,,,,,,School,"225 Woodland Ave
San Rafael, San Rafael City Schools 94901
USA",225 Woodland Ave,San Rafael,,San Rafael City Schools,94901,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client Name,San Rafael City Schools - HFY,,,,,,,,,,
Rachel,,,,,,,,,,Carlos Mom,,,,,,GO HAPPY ALL ::: * myContacts,,,,,,,Main,+1 (707) 515-5931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachel,,Jean,,,,,,,,Joshua Mom,,,,,,GO HAPPY ALL ::: * myContacts,,,,,,,Main,4159423769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachell,,,,,,,,,,Anova Principal,,,,,,GO HAPPY ALL ::: * myContacts,,,,,,,Main,+1 (707) 527-0183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,,Marques Tagliari,,,,,,,,Go Happy Transportation,Go Happy Driver,,2005-05-10,"Street address line 2: Apt. 101A
Custom Field 1 - Label: CDL #
Custom Field 1 - Value: Y9012884
Custom Field 2 - Label: DL_Exp
Custom Field 2 - Value: 5/10/2026
Custom Field 3 - Label: Contract Date
Custom Field 3 - Value: 9/10/2025
Custom Field 4 - Label: CDL_St_of_Issue
Custom Field 4 - Value: CA
Custom Field 5 - Label: License_Zip_Code
Custom Field 5 - Value: 94901
Custom Field 6 - Label: Vehicle_Year
Custom Field 6 - Value: 2018
Custom Field 7 - Label: Vehicle_Make
Custom Field 7- Value: Ford
Custom Field 8 - Label: Vehicle_Model
Custom Field 8- Value: Escape
Custom Field 9 - Label: Vehicle_Color
Custom Field 9- Value: Grey
Custom Field 10 - Label: Vehicle_Plate No
Custom Field 10- Value: 8CEP355
Custom Field 11 - Label: Vehicle_VIN #
Custom Field 11 Value: 1FMCU0HD6JUA64946
",,Imported on 11/24 3 ::: * myContacts,* Other,rafatagliari14@gmail.com,,,,,Home,415-532-5159,,,,,,,,,Home,"247 D street
San Rafael, CA 94901",247 D street,San Rafael,,CA,94901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randi,,Rader,,,,,,,,Moses Mom,,,,,,GO HAPPY ALL ::: * myContacts,,,,,,,Mobile,(415) 385-0414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy,,Poppy,,,,,,,,Lukes Dad,,,,,,GO HAPPY ALL ::: * myContacts,,,,,,,Main,+14158472445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rangel,,,,,,,,,,,,,,,,* myContacts,,,,,,,Main,+16502780003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raquel,,Rose,,,,,,,,Kentfield School District,Superintendent,District Office,,,,School Contacts ::: Imported on 11/24 ::: Teachers ::: * myContacts,* Work,rrose@kentfieldschools.org,,,,,Office,415.458.5130,,,,,,,,,District Office,"800 College Ave.
Kentfield, Marin County 94904
USA",800 College Ave.,Kentfield,,Marin County,94904,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client Name,Kentfield School District,,,,,,,,,,
Rashaun Crawford Green,,Crawford Green,,,,,,,,Oak Hill School,,,2011-10-26,"Rider_LastNm: Crawford-Green
Rider_FirstNm: Rashaun
Street Address: 33 Cole Drive
Parent1_FirstNm: Rashaun
Parent1_LastNm: Crawford
Parent1_Cell: 862-318-1220
",,Imported on 11/19 2 ::: * myContacts,,,,,,,Dad Mobile,862-318-1220,Marquis-sister,862-338-3079,Danielle Davis,201-920-1999,School Office,415-457-7601 ext. 0,,,Home,"33 Cole Dr
Sausalito, CA 94965
US",33 Cole Dr,Sausalito,,CA,94965,US,,Oakhills School,"300 Sunny Hills Dr
San Anselmo, CA 94960-1909
US",300 Sunny Hills Dr,San Anselmo,,CA,94960-1909,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raven,,,,,,,,,,,,,,,,* myContacts,,,,,,,Main,+14157308455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rebecca,,Minnich,,,,,,,,Marin County Office of Education,"SELPA Director, Marin County",District Office,,,,School Contacts ::: Imported on 11/24 ::: Teachers ::: * myContacts,* Work,rminnich@marinschools.org,,,,,Office,415 499 - 5875,,,,,,,,,District Office,"1111 Las Gallinas Ave
San Rafael
Marin County
94903
USA","1111 Las Gallinas Ave
San Rafael
Marin County
94903
USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client Name,Marin County Office of Education,,,,,,,,,,
Redwood Credit Union,,,,,,,,,,,,,,,,* myContacts,,,,,,,Mobile,1 (800) 479-7928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reghan,,,,,,,,,,,,,,,,* myContacts,,,,,,,Main,+17789607347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renata ,,da Silva Marques,,,,,,,,Go Happy Transportation,Driver,,1991-10-03,"Driver_FirstNm: Renata
Driver_LastNm: Da Silva Marques
Driver_SS#: 161-59-0704
Driver_HmLocation1_Street: 653 Redwood Ave
Driver_City: Corte Madera
Driver_State: CA
Driver_ZIP: 94925
License_Zip_Code: 94954
Driver_Cell: 628-587-1156
Driver_DOB: 10/3/1991
Driver_Age: 33
DL/CDL #: Y5630403
DL/CDL_St_of_Issue: CA
Driver_DL_Exp: 10/3/2029
Make: Honda
Model: Civic
Color: Grey
Plate No: 6WBM430
VIN #: 19XFB2F51CE332656
Registration Expiration Date: 4/8/25
Reg_Vehicle_Owner (Y/N): Y
Auto Insurance Company: AAA
Policy Number: CAAS212520325
Policy Exp Dates: 6-7-25
",,Imported on 1/19 ::: GO HAPPY DRIVERS ::: * myContacts ::: * starred,* Home,renata.rsmarques@yahoo.com.br,,renata.rsmarques@yahoo.com,,,Mobile,628-587-1156 ::: 628-587-1156,,,,,,,,,,"653 Redwood Ave
Corte Madera, CA 94925-1333
US ::: 653 Redwood Ave
Corte Madera, CA 94925-1333
US",653 Redwood Ave ::: 653 Redwood Ave,Corte Madera ::: Corte Madera, ::: ,CA ::: CA,94925-1333 ::: 94925-1333,US ::: US, ::: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renato,,Serafim,,,,,,,,Go Happy Transportation,Driver,,,"Driver_FirstNm: Renato
Driver_LastNm: Serafim
Driver_SS#: 944-918-761
Driver_HmLocation1_Street: 550 D Street
HmLocation1_Street2: Apt. D
Driver_City: San Rafael
Driver_State: CA
Driver_ZIP: 94901
License_Zip_Code: 94901
Driver_Cell: 415-323-8885
Driver_DOB: 5/11/2002
Driver_Age: 22
DL/CDL #: Y7466489
DL/CDL_St_of_Issue: CA
Driver_DL_Exp: 5/11/2027
Make: Toyota
Model: Corola
Color: White
Plate No: 7HWZ821
VIN #: 2T1BUHE9FC283319
Registration Expiration Date: 12/8/25
Reg_Vehicle_Owner (Y/N): N
Auto Insurance Company: Safeco Insurance
Policy Number: Y8921136
Policy Exp Dates: 1-26-25
",,Imported on 1/19 ::: GO HAPPY DRIVERS ::: * myContacts,* Other,renato9serafim@gmail.com,,,,,Mobile,415-323-8885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renato,,Serafim,,,,,,,,Go Happy Transportation,Go Happy Driver,,2002-05-11,"Street address line 2: Apt. D
Custom Field 1 - Label: CDL #
Custom Field 1 - Value: Y7466489
Custom Field 2 - Label: DL_Exp
Custom Field 2 - Value: 5/11/2027
Custom Field 3 - Label: Contract Date
Custom Field 3 - Value: 9/9/2024
Custom Field 4 - Label: CDL_St_of_Issue
Custom Field 4 - Value: CA
Custom Field 5 - Label: License_Zip_Code
Custom Field 5 - Value: 94901
Custom Field 6 - Label: Vehicle_Year
Custom Field 6 - Value: 2015
Custom Field 7 - Label: Vehicle_Make
Custom Field 7- Value: Toyota
Custom Field 8 - Label: Vehicle_Model
Custom Field 8- Value: Corola
Custom Field 9 - Label: Vehicle_Color
Custom Field 9- Value: White
Custom Field 10 - Label: Vehicle_Plate No
Custom Field 10- Value: 7HWZ821
Custom Field 11 - Label: Vehicle_VIN #
Custom Field 11 Value: 2T1BUHE9FC283319
",,Imported on 11/24 3 ::: * myContacts,* Other,renato9serafim@gmail.com,,,,,Home,415-323-8885,,,,,,,,,Home,"550 D Street
San Rafael, CA 94901",550 D Street,San Rafael,,CA,94901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricardo,,,,,,,,,,Sheet Rock Guy,,,,I,,* myContacts,,,,,,,Main,+14157868380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricardo,,Menezes,,,,,,,,Go Happy Cab,Driver,,1975-04-22,"Driver_FirstNm: Ricardo
Driver_LastNm: Menezes
Driver_SS#: Requested no Responce
Driver_HmLocation1_Street: 3400 Richmond Parkway, Apt 1806
HmLocation1_Street2: Apt 1806
Driver_City: Richmond
Driver_State: CA
Driver_ZIP: 94806
Driver_Cell: 209-699-2984
DL/CDL_St_of_Issue: CA
",,Go Happy - Former Drivers ::: Imported on 1/19 ::: * myContacts ::: * starred,* Home,ricardoguimenezes@gmail.com,,,,,,209-699-2984,,,,,,,,,,"3400 Richmond Pkwy apt 1806
Richmond, CA 94806-5296
US",3400 Richmond Pkwy apt 1806,Richmond,,CA,94806-5296,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricardo,,Santa Cruz,,,,,,,,,,,,,,* myContacts,,,,,,,Main,011523331376714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rich,,Augustine,,,,,,,,Jeffs tax Guy,,,,Good morning Cat. I will have some time tomorrow between noon and 2:00pm CDT and I also will have that same time slot open on Friday. Please let me know what will work best and if you will send me your email address I will confirm it via outlook. My email is raugustine@rjacpa.com. Look forward to talking with you.,,* myContacts,* Home,raugustine@rjacpa.com,,,,,Main,+18479224367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richardo,,Reyes-Vela,,,,,,,,Compass Academy,,,2016-05-17,,,GHT RIDERS 2025/26 ::: Imported on 11/24 1 ::: * myContacts,,,,,,,Dad Mobile,415-678-7378 ::: 628-444-2172,School Office,415-493-4311,Teacher Mobile,707-296-0373,Driver,510-387-3174,,,Home,"3422 Kerner Blvd
San Rafael, CA 94901-4610
US","3422 Kerner Blvd
San Rafael, CA 94901-4610
US",,,,,,,Compass Academy,"720 Diablo Ave
Novato, CA 94947
US","720 Diablo Ave
Novato, CA 94947
US",,,,,,,,,,,,,,,,Rider,Richardo Reyes-Vela,Mom,Ivania Marlene,Dad,Joaquin Vasquez,Teacher,Nick,Driver,Luiz Perez,,,,,,,,,,,Rider FirstNm,Richardo,Rider LastNm,Reyes-Vela,Job Title,Richardo Reyes-Vela Parent,,,,,,
Richardo,,Reyes-Vela,,,,Richardo Reyes-Vela Parent,,,,Compass Academy,,,2016-05-17,,,Imported on 11/19 ::: GO HAPPY RIDERS ::: GHT RIDERS 2025/26 ::: Imported on 11/19 1 ::: * myContacts,,,,,,,Mom Mobile,415-678-7378,Dad Mobile,628-444-2172,School Classroom,415-493-4311,Teacher Mobile,707-296-0373,Driver,510-387-3174,Home,"3422 Kerner Blvd
San Rafael, CA 94901-4610
US",3422 Kerner Blvd,San Rafael,,CA,94901-4610,US,,Compass Academy,"720 Diablo Ave
Novato, CA 94947
US",720 Diablo Ave,Novato,,CA,94947,US,,,,,,,,,,,Dad,Joaquin Vasquez,Mom,Ivania Marlene,Teacher,Nick,Driver,Luiz Perez,,,,,,,,,,,,,,,,,,,,,,,,
Rigoberto,,Ochoa,,,,,,,,Go Happy Transportation,Driver,,,"Driver_FirstNm: Rigoberto
Driver_LastNm: Ochoa Garcia
Driver_NickNm: Rigo
Driver_SS#: 605-16-3149
Driver_HmLocation1_Street: 13 Edwards Court
Driver_City: Novato
Driver_State: CA
Driver_ZIP: 94949
License_Zip_Code: 94949
Driver_Cell: 415-497-8767
Driver_DOB: 2/14/1979
Driver_Age: 45
DL/CDL #: Y3773820
DL/CDL_St_of_Issue: CA
Driver_DL_Exp: 2/14/2025
Make: Honda
Model: Accord
Color: Green
Plate No: 7XJJ071
VIN #: 1HGCM665X4A077418
Registration Expiration Date: 3/16/25
Reg_Vehicle_Owner (Y/N): Y
Auto Insurance Company: AAA
Policy Number: CAAS209717946
Policy Exp Dates: 9-23-25
",https://lh3.googleusercontent.com/contacts/AG6tpzGLbWBanGlpwKGNmuqXNEu0BtlajfH5RnsKEE5gjJY7zlMD1iCI,Imported on 1/19 ::: GO HAPPY DRIVERS ::: * myContacts ::: * starred,* Home,rigo.ochoa@aol.com,Home,rigo.ochoa@aol.com,,,Mobile,41549787267 ::: 41549787267,,,,,,,,,,"13 Edwards Ct
Novato, CA 94949-6427
US ::: 13 Edwards Ct
Novato, CA 94949-6427
US",13 Edwards Ct ::: 13 Edwards Ct,Novato ::: Novato, ::: ,CA ::: CA,94949-6427 ::: 94949-6427,US ::: US, ::: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigoberto,,Ochoa Garcia,,,,,,,,Go Happy Transportation,Go Happy Driver,,1979-02-14,"Custom Field 1 - Label: CDL #
Custom Field 1 - Value: Y3773820
Custom Field 2 - Label: DL_Exp
Custom Field 2 - Value: 5/12/2029
Custom Field 3 - Label: Contract Date
Custom Field 3 - Value: 8/10/2021
Custom Field 4 - Label: CDL_St_of_Issue
Custom Field 4 - Value: CA
Custom Field 5 - Label: License_Zip_Code
Custom Field 5 - Value: 94949
Custom Field 6 - Label: Vehicle_Year
Custom Field 6 - Value: 2004
Custom Field 7 - Label: Vehicle_Make
Custom Field 7- Value: Honda
Custom Field 8 - Label: Vehicle_Model
Custom Field 8- Value: Accord
Custom Field 9 - Label: Vehicle_Color
Custom Field 9- Value: Green
Custom Field 10 - Label: Vehicle_Plate No
Custom Field 10- Value: 7XJJ071
Custom Field 11 - Label: Vehicle_VIN #
Custom Field 11 Value: 1HGCM665X4A077418
",,Imported on 11/24 3 ::: * myContacts,* Other,rigoazulo@aol.com,,,,,Home,415-497-8767,,,,,,,,,Home,"13 Edwards Court
Novato, CA 94949",13 Edwards Court,Novato,,CA,94949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rita de Cassia,,Leal,,,,,,,,Go Happy Transportation,Go Happy Driver,,1964-03-29,"Custom Field 1 - Label: CDL #
Custom Field 1 - Value: D3518225
Custom Field 2 - Label: DL_Exp
Custom Field 2 - Value: 3/29/2030
Custom Field 3 - Label: Contract Date
Custom Field 3 - Value: 8/24/2025
Custom Field 4 - Label: CDL_St_of_Issue
Custom Field 4 - Value: CA
Custom Field 5 - Label: License_Zip_Code
Custom Field 5 - Value: 94112
Custom Field 6 - Label: Vehicle_Year
Custom Field 6 - Value: 2022
Custom Field 7 - Label: Vehicle_Make
Custom Field 7- Value: Toyota
Custom Field 8 - Label: Vehicle_Model
Custom Field 8- Value: RAV4
Custom Field 9 - Label: Vehicle_Color
Custom Field 9- Value: Silver
Custom Field 10 - Label: Vehicle_Plate No
Custom Field 10- Value: 9AWX536
Custom Field 11 - Label: Vehicle_VIN #
Custom Field 11 Value: 2T3T6RFV1NW033532
",,Imported on 11/24 3 ::: * myContacts,* Other,cassialeal08@gmail.com,,,,,Home,415-200-9673,,,,,,,,,Home,"3361 Pinole Valley Road
Pinole, CA 94564",3361 Pinole Valley Road,Pinole,,CA,94564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob,,Architect,,,,,,,,,,,,,,* myContacts,,,,,,,Main,+14158061811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert,,,,,,,,,,Alex Dries Parent,,,,,,GO HAPPY ALL ::: * myContacts,,,,,,,Mobile,(415) 289-0884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto,,,,,,,,,,Garden,,,,My best builder,,* myContacts,,,,,,,Main,+14155325030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto,,De Araujo Justino,,,,,,,,Go Happy Transportation,Go Happy Driver,,1967-04-02,"Street address line 2: Apt. 05
Custom Field 1 - Label: CDL #
Custom Field 1 - Value: Y7737400
Custom Field 2 - Label: DL_Exp
Custom Field 2 - Value: 4/2/2029
Custom Field 3 - Label: Contract Date
Custom Field 3 - Value: 8/10/2021
Custom Field 4 - Label: CDL_St_of_Issue
Custom Field 4 - Value: CA
Custom Field 5 - Label: License_Zip_Code
Custom Field 5 - Value: 94941
Custom Field 6 - Label: Vehicle_Year
Custom Field 6 - Value: 2025
Custom Field 7 - Label: Vehicle_Make
Custom Field 7- Value: Audi
Custom Field 8 - Label: Vehicle_Model
Custom Field 8- Value: A3
Custom Field 9 - Label: Vehicle_Color
Custom Field 9- Value: Silver
Custom Field 10 - Label: Vehicle_Plate No
Custom Field 10- Value: 9RFH915
Custom Field 11 - Label: Vehicle_VIN #
Custom Field 11 Value: WAUACGFFXF1131176
",,Imported on 11/24 3 ::: * myContacts,* Other,robertoajustino@gmail.com,,,,,Home,781-475-7952,,,,,,,,,Home,"258 Miller Ave
Mill Valley, CA 94941",258 Miller Ave,Mill Valley,,CA,94941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto,,Justino,,,,,,,,Go Happy Transportation,Driver,,1967-04-02,"Driver_FirstNm: Roberto
Driver_LastNm: De Araujo Justino
Driver_SS#: 970-92-7450
Driver_HmLocation1_Street: 258 Miller Ave #5
Driver_City: Mill Valley
Driver_State: CA
Driver_ZIP: 94941
License_Zip_Code: 94941
Driver_Cell: 781-475-7952
Driver_DOB: 4/2/1967
Driver_Age: 57
DL/CDL #: Y7737400
DL/CDL_St_of_Issue: CA
Driver_DL_Exp: 4/2/2029
Make: Ford
Model: Fusion
Color: Black
Plate No: 8TJZ279
VIN #: 3FA6POLU8HR374765
Registration Expiration Date: 5/26/25
Reg_Vehicle_Owner (Y/N): Y
Auto Insurance Company: Geico
Policy Number: 4586-80-98-67
PolicyExp Dates: 4-16-25
",,Imported on 1/19 ::: GO HAPPY DRIVERS ::: * myContacts ::: * starred,* Other,robertoajustino@gmail.com,Home,robertoajustino@gmail.com,,,Other,781-475-7952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin,,Smay,,,,,,,,Kentfield School District,Director of Special Education,District Office,,,,School Contacts ::: Imported on 11/24 ::: Teachers ::: * myContacts,* Work,rsmay@kentfieldschools.org,,,,,Main,415 458-5126,Office,"415 458-5126, ext. 156",,,,,,,District Office,"699 Sir Francis Drake Blvd.
Kentfield, Marin County 94904
USA",699 Sir Francis Drake Blvd.,Kentfield,,Marin County,94904,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client Name,Kentfield School District,,,,,,,,,,
Rochael,,Rocha de Sousa,,,,,,,,Go Happy Transportation,Go Happy Driver,,1970-03-14,"Street address line 2: Apt. 03
Custom Field 1 - Label: CDL #
Custom Field 1 - Value: Y2940393
Custom Field 2 - Label: DL_Exp
Custom Field 2 - Value: 3/14/2028
Custom Field 3 - Label: Contract Date
Custom Field 3 - Value: 8/21/2024
Custom Field 4 - Label: CDL_St_of_Issue
Custom Field 4 - Value: CA
Custom Field 5 - Label: License_Zip_Code
Custom Field 5 - Value: 94564
Custom Field 6 - Label: Vehicle_Year
Custom Field 6 - Value: 2020
Custom Field 7 - Label: Vehicle_Make
Custom Field 7- Value: Toyota
Custom Field 8 - Label: Vehicle_Model
Custom Field 8- Value: Corola
Custom Field 9 - Label: Vehicle_Color
Custom Field 9- Value: Grey
Custom Field 10 - Label: Vehicle_Plate No
Custom Field 10- Value: 8PEX700
Custom Field 11 - Label: Vehicle_VIN #
Custom Field 11 Value: JTDEBRBE3LJ026488
",,Imported on 11/24 3 ::: * myContacts,* Other,rochael.mge@gmail.com,,,,,Home,510-260-5097,,,,,,,,,Home,"260 Merrydale Road
San Rafael, CA 94564",260 Merrydale Road,San Rafael,,CA,94564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rochael,,Rocha de Sousa,,,,,,,,Go Happy Transportation,Driver,,,"Driver_FirstNm: Rochael
Driver_LastNm: Rocha de Sousa
Driver_SS#: PENDING
Driver_HmLocation1_Street: 260 Merrydale Road
HmLocation1_Street2: Apt. 03
Driver_City: San Rafael
Driver_State: CA
Driver_ZIP: 94564
License_Zip_Code: 94564
Driver_Cell: 510-260-5097
Driver_DOB: 3/14/1970
Driver_Age: 54
DL/CDL #: Y2940393
DL/CDL_St_of_Issue: CA
Driver_DL_Exp: 3/14/2028
Make: Toyota
Model: Corola
Color: Grey
Plate No: 8PEX700
VIN #: JTDEBRBE3LJ026488
Registration Expiration Date: 2/12/25
Reg_Vehicle_Owner (Y/N): N
Auto Insurance Company: Geico
Policy Number: 6050-84-39-42
Policy Exp Dates: 1-24-25
",,Imported on 1/19 ::: GO HAPPY DRIVERS ::: * myContacts,* Other,rochael.mge@gmail.com,,,,,Mobile,510-260-5097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolando,,Perez Terraza,,,,,,,,Bahia Visa Elementary,,,2016-06-06,,,GHT RIDERS 2025/26 ::: Imported on 11/24 1 ::: * myContacts,,,,,,,Dad Mobile,415-532-4725,Mom Mobile,628-269-7004,School Office,415-485-2415,HFY Mobile,510-375-0297,,,Home,"1130 Mission Ave #12
San Rafael, CA 94901-2931
US","1130 Mission Ave #12
San Rafael, CA 94901-2931
US",,,,,,,Bahia Vista Elementary,"125 Bahia Way
San Rafael, CA 94901-4502
US","125 Bahia Way
San Rafael, CA 94901-4502
US",,,,,,,,,,,,,,,,Rider,Edwin Perez Terraza,Mom,Nohemi Terraza,Dad,Rolando Perez Terraza,,,,,,,,,,,,,,,Rider FirstNm,Edwin,Rider LastNm,Perez Terraza,Job Title,Edwin Perez Terraza Parent,,,,,,
Rolando,,Perez Terraza,,,,Edwin Perez Terraza Parent,,,,Bahia Visa Elementary,,,2016-06-06,,,Imported on 11/19 ::: GO HAPPY RIDERS ::: GHT RIDERS 2025/26 ::: Imported on 11/19 1 ::: * myContacts,,,,,,,Dad Mobile,415-532-4725,Mom Mobile,628-269-7004,School Office,415-485-2415,,,,,Home,"1130 Mission Ave #12
San Rafael, CA 94901-2931
US",1130 Mission Ave #12,San Rafael,,CA,94901-2931,US,,Bahia Vista Elementary,"125 Bahia Way
San Rafael, CA 94901-4502
US",125 Bahia Way,San Rafael,,CA,94901-4502,US,,,,,,,,,,,Mom,Nohemi Terraza,Dad,Rolando Perez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
